,Product ID,Product Position,Promotion,Product Category,Seasonal,Sales Volume,name,price,currency,terms,section,season,material,origin
57,187930,End-cap,No,clothing,No,980,OVERSIZED BOMBER JACKET,22.0,USD,jackets,WOMAN,Autumn,Cotton,India
58,124088,End-cap,No,clothing,Yes,964,EMBROIDERED PATCH JACKET,35.95,USD,jackets,WOMAN,Autumn,Viscose,Bangladesh
59,190238,Front of Store,No,clothing,Yes,826,ACID WASH DENIM JACKET,29.99,USD,jackets,MAN,Spring,Denim,Spain
60,151925,End-cap,No,clothing,Yes,845,VINTAGE EFFECT LEATHER BOMBER JACKET,29.95,USD,jackets,WOMAN,Autumn,Cotton,Portugal
61,163234,Front of Store,No,clothing,No,923,TEXTURED DENIM JACKET LIMITED EDITION,25.99,USD,jackets,WOMAN,Spring,Denim,Turkey
62,135610,Aisle,Yes,clothing,No,1297,WOOL BLEND JACKET,92.99,USD,jackets,MAN,Winter,Wool Blend,Vietnam
63,117065,Aisle,No,clothing,No,919,COTTON - LINEN BLEND JACKET,49.95,USD,jackets,WOMAN,Spring,Cotton,China
64,149315,End-cap,No,clothing,No,896,FLEECE BOMBER JACKET,19.99,USD,jackets,WOMAN,Autumn,Cotton,Cambodia
65,149510,Aisle,No,clothing,No,815,ZIPPERED JACKET,29.95,USD,jackets,WOMAN,Autumn,Viscose,India
66,137990,Aisle,Yes,clothing,Yes,1226,COTTON JACKET,41.95,USD,jackets,MAN,Autumn,Polyester,Turkey
67,154016,End-cap,No,clothing,Yes,1012,WOOL BLEND TEXTURED JACKET,53.0,USD,jackets,WOMAN,Winter,Wool,China
68,117751,Aisle,No,clothing,Yes,784,CONTRAST JACQUARD JACKET,15.0,USD,jackets,MAN,Spring,Viscose,Turkey
69,182362,Front of Store,No,clothing,Yes,723,CROPPED OVERSHIRT,89.95,USD,jackets,WOMAN,Spring,Cotton,Cambodia
70,117725,Aisle,Yes,clothing,No,1323,CONTRASTING PATCHES HOODED JACKET,35.99,USD,jackets,WOMAN,Spring,Cotton,China
71,145289,End-cap,Yes,clothing,No,1457,UTILITY POCKET JACKET,37.99,USD,jackets,WOMAN,Autumn,Cotton,India
72,173576,End-cap,No,clothing,Yes,789,,22.95,USD,jackets,MAN,Spring,Polyester,Cambodia
73,175059,Aisle,No,clothing,Yes,891,LIGHTWEIGHT BOMBER JACKET,29.99,USD,jackets,WOMAN,Spring,Wool Blend,China
74,199368,Front of Store,No,clothing,No,936,WOOL BLEND JACKET,38.99,USD,jackets,WOMAN,Winter,Wool,Bangladesh
75,162883,Front of Store,Yes,clothing,No,1429,TECHNICAL PADDED JACKET,28.99,USD,jackets,MAN,Autumn,Polyester,China
76,135490,Front of Store,No,clothing,No,797,MIXED COLLAR WAXED JACKET,78.99,USD,jackets,MAN,Winter,Polyester,Portugal
77,125408,End-cap,Yes,clothing,Yes,1448,CONTRASTING PATCHES BOMBER JACKET,33.99,USD,jackets,WOMAN,Spring,Cotton,Turkey
78,134763,Front of Store,No,clothing,Yes,1050,PADDED BOMBER JACKET,64.99,USD,jackets,WOMAN,Winter,Polyester,Spain
79,143231,Aisle,No,clothing,Yes,920,TECHNICAL PADDED JACKET,59.99,USD,jackets,WOMAN,Autumn,Wool Blend,China
80,125409,End-cap,No,clothing,Yes,687,POCKET DENIM JACKET,99.99,USD,jackets,WOMAN,Autumn,Cotton,Bangladesh
81,183074,Aisle,Yes,clothing,Yes,1407,BOXY FIT DENIM JACKET,16.95,USD,jackets,WOMAN,Spring,Denim,Turkey
82,147947,Aisle,No,clothing,No,890,FAUX SHEARLING PLAID JACKET,22.95,USD,jackets,WOMAN,Autumn,Cotton,Brazil
83,174171,Front of Store,Yes,clothing,Yes,1395,EMBROIDERED FOREST JACKET,17.95,USD,jackets,MAN,Autumn,Cotton,China
84,183064,Front of Store,Yes,clothing,No,1289,POCKET OVERSHIRT,69.95,USD,jackets,WOMAN,Summer,Linen,Spain
85,177131,Aisle,No,clothing,No,739,BOUCLE TEXTURED VEST,65.95,USD,jackets,MAN,Winter,Wool,Spain
86,128179,End-cap,Yes,clothing,Yes,1302,COLOR BLOCK PUFFER JACKET,16.99,USD,jackets,MAN,Autumn,Acrylic,Vietnam
87,152723,Aisle,Yes,clothing,Yes,1530,LONGLINE QUILTED JACKET,19.99,USD,jackets,WOMAN,Winter,Wool Blend,Bangladesh
88,123824,Aisle,No,clothing,Yes,962,WOOL BLEND SUIT JACKET,29.99,USD,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
89,166345,Aisle,Yes,clothing,No,1079,HOODED KNIT CARDIGAN,59.99,USD,jackets,MAN,Autumn,Acrylic,China
90,199279,Aisle,No,clothing,No,903,HOODED TECHNICAL JACKET,15.99,USD,jackets,WOMAN,Autumn,Polyester,China
91,167981,End-cap,No,clothing,No,925,HOUNDSTOOTH SUIT JACKET,29.95,USD,jackets,WOMAN,Autumn,Viscose,China
92,146839,Aisle,No,clothing,No,1068,BOMBER JACKET,28.99,USD,jackets,WOMAN,Winter,Wool Blend,Turkey
93,187180,Front of Store,No,clothing,No,708,HOODED TECHNICAL JACKET,79.95,USD,jackets,WOMAN,Autumn,Wool Blend,Spain
94,167640,End-cap,Yes,clothing,No,1620,HOODED TECHNICAL JACKET,12.95,USD,jackets,WOMAN,Autumn,Viscose,Turkey
95,165158,Front of Store,No,clothing,No,1014,WASHED EFFECT BOMBER JACKET,19.99,USD,jackets,WOMAN,Spring,Polyester,Spain
96,111521,Front of Store,Yes,clothing,Yes,1275,WASHED TECHNICAL JACKET,16.95,USD,jackets,MAN,Autumn,Cotton,Bangladesh
97,120228,End-cap,Yes,clothing,Yes,1177,100% FEATHER FILL PUFFER JACKET,34.99,USD,jackets,WOMAN,Autumn,Wool Blend,Morocco
98,133078,Aisle,Yes,clothing,Yes,1827,PADDED BOMBER JACKET,16.95,USD,jackets,WOMAN,Winter,Cotton,India
99,137598,Aisle,Yes,clothing,Yes,1232,POCKET JACKET,80.95,USD,jackets,WOMAN,Autumn,Polyester,China
100,138779,Front of Store,Yes,clothing,Yes,1077,SLIM FIT SUIT JACKET,76.0,USD,jackets,MAN,Autumn,Polyester,India
101,198329,Front of Store,Yes,clothing,No,1848,MIXED COLLAR JACKET,18.99,USD,jackets,WOMAN,Winter,Viscose,Spain
102,110295,End-cap,Yes,clothing,No,1312,HOODED DENIM JACKET,69.99,USD,jackets,WOMAN,Autumn,Cotton,India
103,196427,Aisle,Yes,clothing,No,1432,WAXED EFFECT PLAID JACKET,17.99,USD,jackets,MAN,Autumn,Viscose,Vietnam
104,110075,Front of Store,No,clothing,Yes,864,WOOL BLEND FELT TEXTURE JACKET,19.99,USD,jackets,WOMAN,Autumn,Wool Blend,Portugal
105,132322,Front of Store,Yes,clothing,Yes,1433,PRINTED DENIM OVERSHIRT,34.0,USD,jackets,WOMAN,Spring,Linen,Bangladesh
106,199631,Front of Store,No,clothing,No,973,STRUCTURED TWILL OVERSHIRT,28.99,USD,jackets,MAN,Winter,Wool,India
107,182306,Front of Store,No,clothing,Yes,980,COTTON OVERSHIRT,33.95,USD,jackets,WOMAN,Summer,Cotton,Brazil
108,194915,Aisle,Yes,clothing,No,1495,REVERSIBLE PLAID OVERSHIRT,17.0,USD,jackets,WOMAN,Autumn,Cotton,Morocco
109,131298,End-cap,Yes,clothing,Yes,1590,PLAID OVERSHIRT,25.95,USD,jackets,WOMAN,Summer,Linen,Spain
110,168571,Aisle,Yes,clothing,No,1529,POCKET OVERSHIRT,23.95,USD,jackets,MAN,Summer,Linen,Turkey
111,154224,End-cap,Yes,clothing,Yes,1525,100% LINEN OVERSHIRT,28.99,USD,jackets,WOMAN,Summer,Linen,China
112,171061,Aisle,Yes,clothing,Yes,1518,PLAID OVERSHIRT,43.99,USD,jackets,WOMAN,Winter,Cotton,Bangladesh
113,119049,Aisle,No,clothing,No,770,POCKET DENIM OVERSHIRT,45.99,USD,jackets,WOMAN,Spring,Linen Blend,Bangladesh
114,158781,End-cap,Yes,clothing,Yes,1216,FAUX SUEDE OVERSHIRT,55.95,USD,jackets,MAN,Autumn,Polyester,Portugal
115,151438,Aisle,No,clothing,No,872,PLAID OVERSHIRT,29.99,USD,jackets,MAN,Autumn,Viscose,Bangladesh
116,152871,End-cap,Yes,clothing,Yes,1677,TEXTURED POCKET OVERSHIRT,17.99,USD,jackets,MAN,Winter,Polyester,Spain
117,126806,End-cap,Yes,clothing,Yes,1314,POCKET OVERSHIRT,61.99,USD,jackets,WOMAN,Autumn,Wool Blend,China
118,134104,End-cap,Yes,clothing,No,1560,OVERSHIRT,20.99,USD,jackets,WOMAN,Autumn,Cotton,China
119,120266,Front of Store,No,clothing,Yes,937,PLAID OVERSHIRT,15.95,USD,jackets,WOMAN,Autumn,Cotton,India
120,173550,End-cap,No,clothing,No,843,POCKET OVERSHIRT,19.99,USD,jackets,WOMAN,Autumn,Viscose,Morocco
121,175927,End-cap,No,clothing,No,738,ZIPPERED WOOL BLEND OVERSHIRT,98.95,USD,jackets,MAN,Winter,Wool Blend,Bangladesh
122,154278,End-cap,Yes,clothing,Yes,1404,GEOMETRIC JACQUARD OVERSHIRT,79.99,USD,jackets,WOMAN,Summer,Linen,Cambodia
123,183537,Front of Store,No,clothing,Yes,942,PAINT PRINT OVERSHIRT,29.99,USD,jackets,WOMAN,Autumn,Polyester,China
124,150424,Front of Store,No,clothing,Yes,887,PADDED CORDUROY OVERSHIRT,19.0,USD,jackets,WOMAN,Autumn,Polyester,Spain
125,183825,Aisle,Yes,clothing,Yes,1501,PLAID TIE DYE OVERSHIRT,32.0,USD,jackets,WOMAN,Summer,Cotton,Bangladesh
126,144012,Front of Store,No,clothing,No,798,OVERSHIRT WITH CONTRASTING TOPSTITCHING,59.99,USD,jackets,WOMAN,Spring,Linen,Cambodia
127,147051,Front of Store,No,clothing,Yes,945,QUILTED STRUCTURED OVERSHIRT,54.99,USD,jackets,MAN,Winter,Polyester,Vietnam
128,185800,End-cap,Yes,clothing,Yes,1323,TECHNICAL OVERSHIRT,64.99,USD,jackets,WOMAN,Winter,Viscose,Turkey
129,197524,Aisle,Yes,clothing,Yes,1300,PLAID OVERSHIRT,56.95,USD,jackets,MAN,Summer,Cotton,Bangladesh
130,148823,Aisle,No,clothing,Yes,953,SUEDE FISHERMAN SANDALS,45.95,USD,shoes,WOMAN,Spring,Cotton,Portugal
131,114550,End-cap,Yes,clothing,Yes,1383,ZIPPER MULTIPIECE SNEAKERS,19.95,USD,shoes,WOMAN,Spring,Cotton,Bangladesh
132,125398,Aisle,No,clothing,No,766,SUEDE LACELESS SNEAKERS,21.99,USD,shoes,MAN,Summer,Cotton,Turkey
133,123985,End-cap,No,clothing,Yes,854,MULTICOLOR SNEAKERS,55.99,USD,shoes,WOMAN,Winter,Polyester,India
134,186638,End-cap,No,clothing,No,828,RETRO RUNNING SNEAKERS,22.99,USD,shoes,WOMAN,Autumn,Polyester,Bangladesh
135,167281,End-cap,No,clothing,No,963,SUEDE HIGH-TOPS,31.95,USD,shoes,WOMAN,Winter,Polyester,Bangladesh
136,118578,End-cap,Yes,clothing,No,1467,SUEDE STRAP SANDALS,47.99,USD,shoes,MAN,Summer,Polyester,India
137,174041,End-cap,Yes,clothing,Yes,1519,MULTIPIECE SNEAKERS,26.99,USD,shoes,WOMAN,Autumn,Polyester,Bangladesh
138,127644,Front of Store,No,clothing,No,694,TOPSTITCH SNEAKERS,129.99,USD,shoes,MAN,Winter,Cotton,Portugal
139,132007,Aisle,No,clothing,Yes,989,RETRO SNEAKERS,21.95,USD,shoes,MAN,Summer,Viscose,Turkey
140,147998,Aisle,Yes,clothing,Yes,1510,RETRO HIGH TOP SNEAKERS,19.99,USD,shoes,WOMAN,Summer,Cotton,China
141,176666,Aisle,Yes,clothing,Yes,1243,MULTI-PIECED RETRO SNEAKERS,31.99,USD,shoes,MAN,Autumn,Viscose,Portugal
142,193686,Aisle,Yes,clothing,Yes,1413,TASSEL LEATHER LOAFERS,35.99,USD,shoes,WOMAN,Spring,Viscose,China
143,163610,Front of Store,No,clothing,Yes,889,MOC-TOE SUEDE BOOTS,74.95,USD,shoes,WOMAN,Summer,Cotton,Vietnam
144,170364,Aisle,No,clothing,No,980,STRAP SANDALS,22.95,USD,shoes,WOMAN,Summer,Cotton,Morocco
145,167599,Aisle,Yes,clothing,No,1391,SUEDE RETRO SNEAKERS,51.99,USD,shoes,WOMAN,Spring,Cotton,India
146,166421,End-cap,Yes,clothing,Yes,1255,HIKING BOOTS,49.95,USD,shoes,WOMAN,Spring,Viscose,Vietnam
147,129247,Front of Store,Yes,clothing,Yes,1491,SUEDE SNEAKERS,19.99,USD,shoes,WOMAN,Summer,Cotton,China
148,127314,End-cap,Yes,clothing,Yes,1230,FAUX SHEARLING LINED SUEDE BOOTS,103.99,USD,shoes,WOMAN,Summer,Viscose,Bangladesh
149,111979,Front of Store,No,clothing,Yes,1063,CHUNKY SNEAKERS,25.95,USD,shoes,WOMAN,Summer,Polyester,Cambodia
150,120354,Aisle,Yes,clothing,Yes,1374,DOUBLE STRAP SUEDE SANDALS,39.95,USD,shoes,MAN,Summer,Viscose,India
151,144848,Front of Store,Yes,clothing,Yes,1585,CHUNKY SOLE CANVAS LACE-UP BOOTS,30.99,USD,shoes,MAN,Summer,Cotton,Vietnam
152,111957,Aisle,Yes,clothing,Yes,1329,SUEDE PENNY LOAFERS,41.0,USD,shoes,WOMAN,Autumn,Viscose,Brazil
153,160763,Front of Store,No,clothing,No,860,ADHERENT STRIPES SNEAKERS,53.99,USD,shoes,WOMAN,Summer,Polyester,Bangladesh
154,168270,End-cap,No,clothing,No,712,MULTIPIECE SNEAKERS,25.99,USD,shoes,MAN,Autumn,Cotton,Spain
155,195082,Front of Store,No,clothing,No,804,CHUNKY SOLE HIGH TOP SNEAKERS,66.95,USD,shoes,MAN,Summer,Linen,Turkey
156,110329,Front of Store,Yes,clothing,Yes,1181,CONTRAST SOLE LEATHER SNEAKERS,50.99,USD,shoes,MAN,Autumn,Polyester,Portugal
157,147449,End-cap,No,clothing,No,833,SUEDE RUNNING SNEAKERS,79.99,USD,shoes,WOMAN,Spring,Cotton,China
158,193332,Aisle,No,clothing,No,931,WOVEN LEATHER SLIDES,51.99,USD,shoes,WOMAN,Summer,Viscose,India
159,146804,Aisle,No,clothing,No,691,SUEDE SNEAKERS,130.99,USD,shoes,MAN,Summer,Viscose,Turkey
160,188909,Aisle,Yes,clothing,Yes,1365,ASYMMETRIC CROPPED KNIT SWEATER,20.95,USD,sweaters,WOMAN,Autumn,Wool Blend,Turkey
161,165910,End-cap,Yes,clothing,Yes,1484,KNIT SWEATER WITH PEARLS,21.95,USD,sweaters,MAN,Winter,Wool Blend,China
162,136738,Front of Store,No,clothing,No,895,HIGH COLLAR KNIT SWEATER,77.95,USD,sweaters,WOMAN,Winter,Acrylic,India
163,144497,End-cap,No,clothing,No,836,STRIPED KNIT SWEATER,25.0,USD,sweaters,WOMAN,Autumn,Wool,Portugal
164,135036,End-cap,No,clothing,No,954,CABLE KNIT METALLIC SWEATER,21.99,USD,sweaters,MAN,Winter,Wool Blend,Turkey
165,166331,Aisle,Yes,clothing,Yes,1532,ASYMMETRICAL WOOL AND SILK BLEND SWEATER,54.99,USD,sweaters,WOMAN,Winter,Wool,Pakistan
166,139789,Aisle,Yes,clothing,No,1738,WOOL AND CASHMERE BLEND RIB SWEATER,21.99,USD,sweaters,WOMAN,Winter,Wool Blend,China
167,118569,Aisle,No,clothing,No,962,ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER,32.95,USD,sweaters,MAN,Winter,Wool,India
168,155848,End-cap,Yes,clothing,Yes,1470,MOCK NECK WOOL AND SILK BLEND KNIT TOP,33.0,USD,sweaters,WOMAN,Autumn,Wool Blend,Morocco
169,152563,Front of Store,No,clothing,Yes,1129,CASHMERE BLEND KNIT SWEATER,50.99,USD,sweaters,WOMAN,Winter,Polyester,India
170,115153,Aisle,Yes,clothing,No,1380,ALPACA BLEND OPEN KNIT SWEATER,49.99,USD,sweaters,MAN,Winter,Wool Blend,China
171,125938,Aisle,Yes,clothing,No,1241,OVERSIZED KNIT SWEATER,82.95,USD,sweaters,MAN,Winter,Wool Blend,Turkey
172,122809,End-cap,Yes,clothing,No,1420,WOOL BLEND KNIT SWEATER,18.99,USD,sweaters,WOMAN,Autumn,Wool,Vietnam
173,181502,Front of Store,Yes,clothing,Yes,1663,SOFT JEWEL SWEATER,18.95,USD,sweaters,WOMAN,Winter,Wool,China
174,182779,End-cap,Yes,clothing,Yes,1255,FAUX FUR JEWEL SWEATER,23.99,USD,sweaters,WOMAN,Autumn,Wool,Bangladesh
175,155674,Front of Store,No,clothing,No,1125,METAL BEAD KNIT SWEATER,38.99,USD,sweaters,WOMAN,Winter,Wool Blend,Portugal
176,182866,Aisle,Yes,clothing,No,1481,KNIT SWEATER WITH BUTTONS,52.99,USD,sweaters,WOMAN,Winter,Acrylic,India
177,148230,Front of Store,Yes,clothing,Yes,1119,JEWEL KNIT SWEATER,48.0,USD,sweaters,MAN,Autumn,Wool Blend,Bangladesh
178,126979,Front of Store,Yes,clothing,Yes,1515,KNIT SWEATER WITH PIPING,73.95,USD,sweaters,WOMAN,Winter,Wool Blend,China
179,135521,End-cap,No,clothing,Yes,838,FINE KNIT CROP SWEATER,64.0,USD,sweaters,MAN,Winter,Wool Blend,China
180,185809,End-cap,No,clothing,No,694,KNIT SWEATER WITH RIPS,99.99,USD,sweaters,MAN,Autumn,Wool Blend,Spain
181,171520,End-cap,Yes,clothing,Yes,1564,GATHERED WAIST KNIT SWEATER,39.95,USD,sweaters,MAN,Winter,Acrylic,Bangladesh
182,122926,End-cap,No,clothing,No,934,KNIT V-NECK SWEATER,35.99,USD,sweaters,WOMAN,Autumn,Wool Blend,India
183,150953,Front of Store,Yes,clothing,Yes,1694,BASIC FOIL KNIT SWEATER,20.99,USD,sweaters,WOMAN,Winter,Wool,Portugal
184,115873,End-cap,Yes,clothing,Yes,1381,CONTRAST TOPSTITCHING CROP KNIT SWEATER,62.99,USD,sweaters,WOMAN,Autumn,Polyester,Spain
185,115581,Aisle,No,clothing,Yes,890,STRIPED CROP KNIT SWEATER,22.99,USD,sweaters,WOMAN,Autumn,Polyester,China
186,183634,Front of Store,Yes,clothing,Yes,1502,BASIC KNIT SWEATER,31.99,USD,sweaters,WOMAN,Autumn,Wool,Turkey
187,122484,Aisle,No,clothing,No,843,V-NECK KNIT SWEATER,86.99,USD,sweaters,MAN,Winter,Wool,Morocco
188,183574,Aisle,Yes,clothing,No,1724,FOIL KNIT CROP SWEATER,24.95,USD,sweaters,WOMAN,Winter,Wool Blend,China
189,185307,Front of Store,No,clothing,Yes,795,BASIC 100% WOOL SWEATER,35.95,USD,sweaters,MAN,Autumn,Wool Blend,Portugal
190,118719,End-cap,Yes,clothing,No,1287,COLORBLOCK KNIT CROP SWEATER,63.99,USD,sweaters,WOMAN,Autumn,Wool,Vietnam
191,134788,Front of Store,No,clothing,Yes,998,FINE KNIT SWEATER,67.99,USD,sweaters,WOMAN,Winter,Wool,Bangladesh
192,140142,Front of Store,No,clothing,No,813,KNIT OPEN BACK PEARLY SWEATER,65.99,USD,sweaters,MAN,Winter,Wool Blend,Turkey
193,153997,End-cap,Yes,clothing,No,1416,KNIT PEARL SWEATER,45.99,USD,sweaters,WOMAN,Winter,Acrylic,China
194,123230,Aisle,No,clothing,No,982,STRIPED TEXTURED OVERSHIRT,19.99,USD,jackets,WOMAN,Autumn,Polyester,Morocco
195,154676,Aisle,No,clothing,No,919,FLEECE OVERSHIRT,49.95,USD,jackets,WOMAN,Autumn,Cotton,Brazil
196,152985,Aisle,Yes,clothing,No,1279,PLAID OVERSHIRT,12.99,USD,jackets,MAN,Spring,Cotton,India
